Sample date,Weather,Location,Site Reference,Temperature,pH ,Conductivity,Dissolved Oxygen,Turburdity,Nitrite ,Nitrate ,Total Coliforms ,E-Coli,Faecal Streptococci,Ammonium as NH4 ,B.O.D ,C.O.D. ,Phosphate mg/l,Salinity (ppt)
17-Sep-12,,Cadogan Road,10,14.3,7.86,824,53.8,,,,155307,16640,,0.5,,,0.5,0.41
17-Sep-12,,Linnet Way,8,13.5,8.16,765,88,,,,>241920,198628,,0.6,,,0.2,0.38
17-Sep-12,,Allison Road,9,14,8.17,759,89.7,,,,77010,3540,,0.5,,,0.4,0.37
17-Sep-12,,St Annes Ferry,17,14.7,8.19,699,85.4,,,,14010,3990,,0.4,,,0.2,0.34
17-Sep-12,,St Georges Park Lake,11,16.4,8.23,442.4,61.9,,,,141360,1550,,0.4,,,<0.1,0.21
18-Sep-12,,Coombe Dingle,3,12.1,7.69,796,95.7,,,,4710,1000,,0.4,,,0.2,0.39
18-Sep-12,,Crow Lane,3a,12.7,7.73,972,60.6,,,,92080,6690,,0.4,,,0.3,0.48
18-Sep-12,,Trowbridge Road,2,14,7.78,756,52.7,,,,173287,26020,,0.9,,,0.4,0.37
18-Sep-12,,Badocks Wood,2a,12.8,7.83,735,86.4,,,,24810,4350,,0.38,,,0.3,0.36
18-Sep-12,,Mina Park ,15,13.2,7.98,1008,92.5,,,,141360,36540,,0.4,,,0.2,0.50
18-Sep-12,,Dubbers Lane,12,13.4,7.83,1954,76.7,,,,21420,1480,,48.1,,,<0.1,1.00
18-Sep-12,,Lower Grove Road,13a ,14.2,8.06,639,71.6,,,,198628,14400,,0.8,,,0.2,0.31
18-Sep-12,,Snuff Mills,14,12.9,8.15,777,92.5,,,,5200,1210,,0.4,,,<0.1,0.38
18-Sep-12,,Eastville Park Lake,13,15.4,8.11,514,61.4,,,,1730,520,,0.4,,,<0.1,0.25
18-Sep-12,,Wade Street,14a ,13.9,8.05,786,84.9,,,,16690,1320,,0.5,,,0.1,0.39
15-Oct-12,,Colliters Brook,4,10.2,7.41,844,87.3,,,,8500,1460,,0.4,,,<0.1,0.42
15-Oct-12,,Cotswold Rd,7a,10.5,7.52,1013,77.3,,,,13760,2310,,0.5,,,<0.1,0.50
15-Oct-12,,Brixham Road,7b,9.8,7.58,1078,71.7,,,,2590,200,,0.4,,,<0.1,0.54
15-Oct-12,,Manor Woods,6,11.9,7.71,673,87.7,,,,241917,57940,,0.5,,,0.2,0.33
15-Oct-12,,Crox Bottom,5,10.6,7.85,651,81.4,,,,7430,840,,0.4,,,<0.1,0.32
15-Oct-12,,Briscoe's Avenue,5a,10.9,7.9,603,96.4,,,,17250,3140,,0.4,,,<0.1,0.29
15-Oct-12,,Cadogan Road,10,12.4,7.7,761,72.5,,,,>241920,198628,,0.4,,,<0.1,0.37
15-Oct-12,,Linnet Way,8,11.1,7.92,680,95.7,,,,57940,7710,,0.5,,,<0.1,0.33
15-Oct-12,,Allison Road,9,11,7.97,671,96.1,,,,61310,9600,,0.4,,,<0.1,0.33
15-Oct-12,,St Annes Ferry,17,10.2,8.01,620,98.1,,,,10460,2880,,0.4,,,<0.1,0.30
15-Oct-12,,St Georges Park Lake,11,11.3,8.07,403.2,71.5,,,,2750,410,,0.5,,,<0.1,0.19
16-Oct-12,,Coombe Dingle,3,11.4,7.65,659,119.6,,,,11780,3930,,0.4,,,0.1,0.32
16-Oct-12,,Crow Lane,3a,11.4,7.74,766,100.6,,,,86640,16070,,0.4,,,<0.1,0.38
16-Oct-12,,Trowbridge Road,2,12.8,7.82,769,109.4,,,,141360,68670,,0.5,,,<0.1,0.38
16-Oct-12,,Badocks Wood,2a,12.1,7.86,724,111.6,,,,77010,8650,,0.5,,,0,0.36
16-Oct-12,,Mina Park ,15,12.5,7.99,891,120.1,,,,68670,5910,,0.4,,,<0.1,0.44
16-Oct-12,,Dubbers Lane,12,12.9,7.77,1722,107.4,,,,24810,9500,,31,,,0.1,0.88
16-Oct-12,,Lower Grove Road,13a ,13.2,8.07,596,109.1,,,,24810,7440,,0.3,,,0.1,0.29
16-Oct-12,,Snuff Mills,14,10.9,8.15,630,130.7,,,,1870,410,,0.3,,,<0.1,0.31
16-Oct-12,,Eastville Park Lake,13,10.1,8.1,418.8,71.4,,,,520,410,,0.3,,,<0.1,0.20
16-Oct-12,,Wade Street,14a ,11.1,7.97,710,83.8,,,,20140,1750,,0.4,,,<0.1,0.35
19-Nov-12,,Colliters Brook,4,8.7,7.55,898,96.6,,,,10540,1210,,0.4,,,<0.1,0.44
19-Nov-12,,Cotswold Rd,7a,9,7.67,1133,82,,,,11530,2180,,0.4,,,<0.1,0.57
19-Nov-12,,Brixham Road,7b,9,7.68,1133,81.9,,,,1220,0,,0.3,,,<0.1,0.57
19-Nov-12,,Manor Woods,6,10.1,7.84,697,99.7,,,,81640,11980,,0.3,,,0.3,0.34
19-Nov-12,,Crox Bottom,5,8.7,7.88,680,103.5,,,,4100,0,,0.4,,,<0.1,0.33
19-Nov-12,,Briscoe's Avenue,5a,9.3,8,634,110.8,,,,21870,4640,,0.3,,,<0.1,0.31
19-Nov-12,,Cadogan Road,10,10.8,7.76,846,82.3,,,,48840,9590,,0.3,,,<0.1,0.42
19-Nov-12,,Linnet Way,8,9.6,8.03,684,109,,,,61310,3450,,0.4,,,<0.1,0.34
19-Nov-12,,Allison Road,9,9.3,8.05,720,109.9,,,,18500,5200,,0.3,,,0.3,0.35
19-Nov-12,,St Annes Ferry,17,8.6,8.05,683,109.8,,,,9330,2490,,0.4,,,<0.1,0.33
19-Nov-12,,St Georges Park Lake,11,7.5,8.2,416.4,71.1,,,,520,410,,0.7,,,<0.1,0.20
20-Nov-12,,Coombe Dingle,3,11.5,7.28,751,102.3,,,,41060,2780,,0.3,,,0.1,0.37
20-Nov-12,,Crow Lane,3a,11.5,7.41,501,87.7,,,,241917,11780,,0.3,,,<0.1,0.24
20-Nov-12,,Trowbridge Road,2,12.1,7.48,372.8,99.9,,,,>241920,13760,,0.3,,,0.1,0.18
20-Nov-12,,Badocks Wood,2a,12,7.53,463.4,100.4,,,,173287,26130,,0.3,,,<0.1,0.22
20-Nov-12,,Mina Park ,15,12.1,7.62,530,99.8,,,,241917,26130,,0.4,,,<0.1,0.26
20-Nov-12,,Dubbers Lane,12,12.5,7.48,805,96.2,,,,>241920,16070,,17,,,0.1,0.40
20-Nov-12,,Lower Grove Road,13a ,12.2,7.86,186.2,109.7,,,,>241920,14210,,0.2,,,<0.1,0.09
20-Nov-12,,Snuff Mills,14,10,7.75,749,111.1,,,,3790,410,,0.3,,,<0.1,0.37
20-Nov-12,,Eastville Park Lake,13,8.5,7.69,562,75.8,,,,2750,620,,0.3,,,<0.1,0.27
20-Nov-12,,Wade Street,14a ,10.9,7.74,706,87.9,,,,43520,3400,,0.3,,,<0.1,0.35
10-Dec-12,,Colliters Brook,4,5.8,7.21,930,77.4,,,,7600,1500,,0.4,,,0.6,0.46
10-Dec-12,,Cotswold Rd,7a,6.7,7.23,1506,63.3,,,,3800,1200,,0.4,,,<0.1,0.76
10-Dec-12,,Brixham Road,7b,6.2,7.39,1551,65.7,,,,2900,<100,,0.4,,,<0.1,0.78
10-Dec-12,,Manor Woods,6,7.6,7.63,706,69.3,,,,141400,43500,,0.4,,,0.2,0.35
10-Dec-12,,Crox Bottom,5,5.9,7.63,755,74,,,,13100,600,,0.6,,,<0.1,0.37
10-Dec-12,,Briscoe's Avenue,5a,6.1,7.79,628,82.5,,,,36100,1600,,0.3,,,<0.1,0.31
10-Dec-12,,Cadogan Road,10,7.2,7.62,883,65.3,,,,92100,4700,,0.3,,,<0.1,0.44
10-Dec-12,,Linnet Way,8,6.3,7.75,707,79,,,,18500,4700,,0.4,,,<0.1,0.35
10-Dec-12,,Allison Road,9,5.8,7.81,740,79.1,,,,21000,3400,,0.3,,,<0.1,0.36
10-Dec-12,,St Annes Ferry,17,6.3,7.86,661,80.4,,,,11800,3000,,0.5,,,<0.1,0.32
10-Dec-12,,St Georges Park Lake,11,3.6,7.97,391.2,72.4,,,,1100,<100,,0.9,,,<0.1,0.19
12-Dec-12,,Coombe Dingle,3,5.7,8,937,98.1,,,,3360,1350,,0.4,,,0.1,0.46
12-Dec-12,,Crow Lane,3a,4.2,7.78,1070,84.4,,,,29870,4350,,0.4,,,0.1,0.53
12-Dec-12,,Trowbridge Road,2,7.1,7.89,909,70.9,,,,43520,6970,,0.7,,,0.2,0.45
12-Dec-12,,Badocks Wood,2a,7.1,7.8,821,83.5,,,,2010,410,,0.3,,,<0.1,0.40
12-Dec-12,,Mina Park ,15,8.7,7.87,1074,91.8,,,,11120,1890,,0.4,,,<0.1,0.53
12-Dec-12,,Dubbers Lane,12,10.7,7.65,2149,82.3,,,,16640,10710,,57,,,0.1,1.11
12-Dec-12,,Lower Grove Road,13a ,8.8,8,781,83.6,,,,14670,2720,,0.8,,,0.2,0.38
12-Dec-12,,Snuff Mills,14,3.5,8.09,606,98.4,,,,4480,<100,,0.4,,,<0.1,0.29
12-Dec-12,,Eastville Park Lake,13,3.5,8.02,543,20.1,,,,410,200,,0.6,,,<0.1,0.26
12-Dec-12,,Wade Street,14a ,3.7,8.05,786,97.7,,,,2560,970,,0.7,,,<0.1,0.38
15-Jan-13,,Colliters Brook,4,5.6,7.27,805,94.3,,,,3360,410,,0.3,,,0.04,0.39
15-Jan-13,,Cotswold Rd,7a,6.7,7.32,895,83,,,,32550,9590,,0.4,,,0.07,0.44
15-Jan-13,,Brixham Road,7b,6.7,7.39,886,77.9,,,,30760,2010,,0.4,,,0.05,0.44
15-Jan-13,,Manor Woods,6,7.2,7.58,747,95.5,,,,98040,51720,,0.3,,,0.27,0.37
15-Jan-13,,Crox Bottom,5,5.9,7.6,788,93.2,,,,30760,2950,,0.5,,,0.07,0.39
15-Jan-13,,Briscoe's Avenue,5a,6,7.75,620,97.5,,,,20140,1750,,0.2,,,0.08,0.30
15-Jan-13,,Cadogan Road,10,7.2,7.62,841,83.5,,,,241917,16070,,0.2,,,0.12,0.41
15-Jan-13,,Linnet Way,8,6.3,7.78,698,99.2,,,,10430,3750,,0.2,,,0.09,0.34
15-Jan-13,,Allison Road,9,5.7,7.85,800,100,,,,12230,1870,,0.2,,,<0.2,0.39
15-Jan-13,,St Annes Ferry,17,6.1,7.91,635,102.8,,,,10860,3890,,0.3,,,0.1,0.31
15-Jan-13,,St Georges Park Lake,11,4.3,7.98,381.4,83.5,,,,2030,520,,0.9,,,<0.03,0.18
17-Jan-13,,Coombe Dingle,3,6.6,7.14,934,96.2,,,,2950,410,,0.2,,,0.08,0.46
17-Jan-13,,Crow Lane,3a,5.1,7.22,1102,88.3,,,,46110,13540,,0.2,,,<0.03,0.55
17-Jan-13,,Trowbridge Road,2,7.6,7.47,866,82.8,,,,>241920,12910,,0.5,,,0.17,0.43
17-Jan-13,,Badocks Wood,2a,7.2,7.51,828,89.1,,,,16070,2850,,0.3,,,0.05,0.41
17-Jan-13,,Mina Park ,15,9,7.69,1039,92.5,,,,17850,2090,,0.2,,,0.07,0.52
17-Jan-13,,Dubbers Lane,12,11.2,7.54,2239,84.5,,,,630,200,,63.7,,,<0.03,1.16
17-Jan-13,,Lower Grove Road,13a,8.8,7.91,761,77.7,,,,8670,1830,,1,,,0.2,0.37
17-Jan-13,,Snuff Mills,14,4.2,8.02,708,98.3,,,,11060,1580,,0.2,,,<0.03,0.34
17-Jan-13,,Eastville Park Lake,13,2.8,7.91,617,58.9,,,,<100,<100,,0.4,,,<0.03,0.30
17-Jan-13,,Wade Street,14a,4.3,7.98,742,96.5,,,,14670,2160,,0.5,,,<0.03,0.36
11-Feb-13,,Colliters Brook,4,6.2,7.02,838,71.3,,,,17850,1690,,1.4,,,<0.03,0.41
11-Feb-13,,Cotswold Rd,7a,7.8,7.2,1022,80,,,,14550,3730,,0.3,,,0.08,0.51
11-Feb-13,,Brixham Road,7b,7.3,7.31,1104,69.9,,,,8160,2620,,0.4,,,0.04,0.55
11-Feb-13,,Manor Woods,6,7.2,7.52,697,93.5,,,,120331,72600,,0.3,,,0.16,0.34
11-Feb-13,,Crox Bottom,5,6.6,7.58,637,92.8,,,,46110,11060,,0.5,,,0.06,0.31
11-Feb-13,,Briscoe's Avenue,5a,6.3,7.66,620,95.5,,,,120331,10760,,0.3,,,0.09,0.30
11-Feb-13,,Cadogan Road,10,7.8,7.54,801,85.7,,,,173287,5200,,0.3,,,0.11,0.39
11-Feb-13,,Linnet Way,8,6.6,7.71,623,98.3,,,,19180,3950,,0.3,,,0.08,0.30
11-Feb-13,,Allison Road,9,6.6,7.76,650,99.3,,,,155307,16740,,0.1,,,0.36,0.32
11-Feb-13,,St Annes Ferry,17,6.5,7.8,546,97,,,,34480,10810,,0.4,,,0.12,0.26
11-Feb-13,,St Georges Park Lake,11,5.1,7.93,378.7,83.7,,,,200,200,,0.3,,,<0.03,0.18
12-Feb-13,,Coombe Dingle,3,7.1,7.04,911,99.1,,,,5120,740,,0.2,,,0.09,0.45
12-Feb-13,,Crow Lane,3a,6.1,7.13,999,88.9,,,,23590,2330,,0.3,,,0.08,0.49
12-Feb-13,,Trowbridge Road,2,7.2,7.27,908,92.2,,,,23820,5280,,0.4,,,0.11,0.45
12-Feb-13,,Badocks Wood,2a,7.5,7.38,849,95.4,,,,5460,980,,0.3,,,0.13,0.42
12-Feb-13,,Mina Park ,15,8.9,7.47,996,96.9,,,,15000,5470,,0.3,,,0.06,0.49
12-Feb-13,,Dubbers Lane,12,10.6,7.38,1909,86.3,,,,10140,5280,,47.5,,,<0.03,0.98
12-Feb-13,,Lower Grove Road,13a,8.7,7.74,646,92.3,,,,22470,3730,,0.3,,,0.15,0.32
12-Feb-13,,Snuff Mills,14,5.4,7.76,625,101.3,,,,13760,970,,0.3,,,0.07,0.30
12-Feb-13,,Eastville Park Lake,13,4.2,7.71,610,59.7,,,,630,100,,0.3,,,<0.03,0.30
12-Feb-13,,Wade Street,14a,5.9,7.74,678,92.1,,,,9500,2920,,0.5,,,0.08,0.33
12-Mar-13,,Coombe Dingle,3,,,,,,,,5040,1500,,0.2,,,0.12,
12-Mar-13,,Crow Lane,3a,,,,,,,,48840,7330,,0.8,,,0.19,
12-Mar-13,,Trowbridge Road,2,,,,,,,,51720,6050,,1.1,,,0.36,
12-Mar-13,,Badocks Wood,2a,,,,,,,,3790,520,,0.3,,,0.23,
12-Mar-13,,Mina Park ,15,,,,,,,,18500,4570,,0.4,,,0.12,
12-Mar-13,,Dubbers Lane,12,,,,,,,,4700,1690,,74.3,,,<0.03,
12-Mar-13,,Lower Grove Road,13a,,,,,,,,23820,3730,,0.4,,,0.35,
12-Mar-13,,Snuff Mills,14,,,,,,,,1460,<100,,0.2,,,0.07,
12-Mar-13,,Eastville Park Lake,13,,,,,,,,<100,<100,,0.3,,,<0.03,
12-Mar-13,,Wade Street,14a,,,,,,,,620,620,,0.6,,,0.06,
14-Mar-13,,Colliters Brook,4,3,8.09,1052,101.8,,,,>20050,1240,,0.3,,,0.05,0.52
14-Mar-13,,Cotswold Rd,7a,4.5,7.97,1053,94.3,,,,4780,640,,0.3,,,0.12,0.52
14-Mar-13,,Brixham Road,7b,5.2,8.05,1102,100.9,,,,1640,100,,0.3,,,0.07,0.55
14-Mar-13,,Manor Woods,6,5.5,8.02,771,88.7,,,,50400,13700,,0.4,,,0.39,0.38
14-Mar-13,,Crox Bottom,5,4.6,8.08,906,105.7,,,,8700,1000,,0.4,,,0.14,0.44
14-Mar-13,,Briscoe's Avenue,5a,4.7,8.26,686,97.8,,,,144500,59100,,0.3,,,0.38,0.33
14-Mar-13,,Cadogan Road,10,5.3,7.89,952,89.6,,,,65900,8700,,0.4,,,0.53,0.47
14-Mar-13,,Linnet Way,8,3.7,8.38,803,104.4,,,,7380,200,,0.2,,,0.21,0.39
14-Mar-13,,Allison Road,9,5.1,8.39,959,135.7,,,,94500,4200,,0.3,,,0.24,0.47
14-Mar-13,,St Annes Ferry,17,4.9,8.26,718,100,,,,1190,495,,0.3,,,0.12,0.35
14-Mar-13,,St Georges Park Lake,11,5.2,8.59,398.4,118.1,,,,640,<10,,0.3,,,<0.03,0.19
15-Apr-13,,Trowbridge Road,2,9.9,8.02,815,100.5,,,,50400,6240,,0.4,,,0.2,0.40
15-Apr-13,,Badocks Wood,                   2a,10.7,8.13,802,103.5,,,,10910,2220,,0.3,,,0.14,0.40
15-Apr-13,,Coombe Dingle,3,10,8.03,888,104,,,,6990,530,,0.2,,,0.08,0.44
15-Apr-13,,Crow Lane,                   3a,9.6,8.08,1026,101.5,,,,30600,1780,,0.3,,,0.08,0.51
15-Apr-13,,Dubbers Lane,12,11.9,7.8,2028,77.2,,,,12980,640,,53.3,,,<0.03,1.04
15-Apr-13,,Eastville Park Lake,13,,,,,,,,,,,,,,,
15-Apr-13,,Lower Grove Road,                  13a,9.9,8.11,693,88.5,,,,10910,3440,,0.4,,,0.28,0.34
15-Apr-13,,Snuff Mills,14,9.9,8.27,718,98.4,,,,6590,1110,,0.3,,,0.06,0.35
15-Apr-13,,Wade Street,                  14a,10.6,8,756,94.1,,,,10130,2540,,0.4,,,0.06,0.37
15-Apr-13,,Mina Park ,15,10,8.12,871,97.3,,,,32400,14450,,0.3,,,0.12,0.43
16-Apr-13,,Colliters Brook,4,10.1,8.01,974,100.8,,,,25960,2220,,0.2,,,0.03,0.48
16-Apr-13,,Crox Bottom,5,10.6,8.05,786,97.6,,,,9580,1780,,0.3,,,0.05,0.39
16-Apr-13,,Briscoes Avenue,                    5a,9.6,8.27,660,108.3,,,,40100,5080,,0.3,,,0.13,0.32
16-Apr-13,,Manor Woods,6,9.6,7.91,716,75.6,,,,48600,40100,,0.8,,,0.17,0.35
16-Apr-13,,Cotswold Rd,                    7a,10.5,7.92,978,85.6,,,,11820,1780,,0.2,,,0.09,0.49
16-Apr-13,,Brixham Road,                     7b,10.7,7.98,990,95.7,,,,4180,840,,0.3,,,0.06,0.49
16-Apr-13,,Lynet Way,8,10.7,8.39,727,99.8,,,,12480,2480,,0.2,,,0.11,0.36
16-Apr-13,,Allison Road,9,11.4,8.75,723,152.7,,,,9060,620,,0.2,,,0.16,0.36
16-Apr-13,,Cadogan Road,10,10.9,7.9,949,87.8,,,,44200,25960,,0.4,,,0.15,0.47
16-Apr-13,,St Georges Park Lake,11,12.1,8.38,399.5,91.4,,,,400,<200,,0.2,,,<0.03,0.19
16-Apr-13,,St Annes Ferry,17,10.6,8.25,603,90.5,,,,5080,1280,,0.4,,,0.12,0.29
13-May-13,,Badocks Wood,2a,11.5,8.58,763,94.8,,,,60000,<1,,,,,,0.38
13-May-13,,Trowbridge Road,2,12.2,8.42,819,90.6,,,,120000,6400,,,,,,0.40
13-May-13,,Coombe Dingle,3,10.5,9.21,913,97.9,,,,96000,3200,,0.3,,,0.07,0.45
13-May-13,,Crow Lane,3a,10.3,10.74,995,82.3,,,,102000,4200,,,,,,0.49
13-May-13,,Dubbers Lane,12,,,,,,,,,,,,,,,
13-May-13,,Eastville Park Lake,13,,,,,,,,,,,,,,,
13-May-13,,Lower Grove Road,13a,,,,,,,,,,,,,,,
13-May-13,,Snuff Mills,14,10.5,8.8,739,87.8,,,,90000,<1,,,,,,0.36
13-May-13,,Wade Street,14a,12.1,,734,96.4,,,,136000,3200,,0.2,,,0.17,0.36
13-May-13,,Mina Park ,15,11.7,9.26,660,89.3,,,,58000,3400,,,,,,0.32
16-May-13,,Colliters Brook,4,,,,,,,,56000,6000,,0.5,,,0.07,
16-May-13,,Crox Bottom,5,,,,,,,,3900,620,,,,,,
16-May-13,,Briscoes Avenue,5a,,,,,,,,,,,,,,,
16-May-13,,Manor Woods,6,,,,,,,,71000,3600,,,,,,
16-May-13,,Cotswold Rd,7a,,,,,,,,16000,1230,,0.4,,,0.12,
16-May-13,,Brixham Road,7b,,,,,,,,93,<1,,,,,,
16-May-13,,Lynet Way,8,,,,,,,,,,,0.4,,,0.13,
16-May-13,,Allison Road,9,,,,,,,,12800,1400,,0.3,,,0.15,
16-May-13,,Cadogan Road,10,,,,,,,,,,,,,,,
16-May-13,,St Georges Park Lake,11,,,,,,,,,,,,,,,
16-May-13,,St Annes Ferry,17,,,,,,,,6400,820,,0.4,,,,
11-Jun-13,,Badocks Wood,2a,12.6,7.73,652,68,,,,98000,14000,,,,,,0.32
11-Jun-13,,Trowbridge Road,2,13.6,7.69,630,50.6,,,,80000,25000,,,,,,0.31
11-Jun-13,,Coombe Dingle,3,12,7.88,954,83.1,,,,2000,560,,0.3,,,0.2,0.47
11-Jun-13,,Crow Lane,3a,12.1,7.86,1109,62.5,,,,85000,1500,,,,,,0.55
11-Jun-13,,Snuff Mills,14,13.2,8.17,834,80.3,,,,160,80,,,,,,0.41
11-Jun-13,,Wade Street,14a,14,8.07,871,75,,,,,,,0.3,,,0.1,0.43
11-Jun-13,,Mina Park ,15,12.3,8.08,994,85.7,,,,50000,18000,,,,,,0.49
12-Jun-13,,Crox Bottom,5,15.6,7.88,776,57.4,,,,15000,900,,,,,,0.38
12-Jun-13,,Manor Woods,6,14.2,7.97,696,75.9,,,,120000,12000,,,,,,0.34
12-Jun-13,,Brixham Road,7b,13.7,7.91,762,74.1,,,,13000,1700,,,,,,0.37
12-Jun-13,,Allison Road,9,14.5,8,699,103,,,,250000,4000,,0.3,,,6.5,0.34
12-Jun-13,,Colliters Brook,4,13.7,8.03,1136,87.2,,,,,,,0.4,,,0.1,0.57
12-Jun-13,,Cotswold Rd,7a,13.6,7.81,933,68.5,,,,,,,0.4,,,0.1,0.46
12-Jun-13,,Lynet Way,8,,,,,,,,,,,,,,0.2,
12-Jun-13,,St Annes Ferry,17,16.6,8.75,704,116.1,,,,,,,0.3,,,0.2,0.35
15-Jul-13,,St Georges Park Lake,11,22.3,7.29,463.8,5.5,,,,,,,,,,,0.22
15-Jul-13,,St Georges Park Lake,11,24.5,7.72,444.7,32.7,,,,,,,,,,,0.21
15-Jul-13,,St Georges Park Lake,11,24,7.71,446.6,16.9,,,,,,,,,,,0.21
15-Jul-13,,St Georges Park Lake,11,24.3,8.13,447.9,51.7,,,,,,,,,,,0.21
15-Jul-13,,St Georges Park Lake,11,24.6,8.07,447.9,58.8,,,,,,,,,,,0.21
16-Jul-13,,Badocks Wood,2a,16.3,7.99,794,49.1,,,,31000,10000,,,,,,0.39
16-Jul-13,,Trowbridge Road,2,16.3,7.95,861,56,,,,36000,33000,,,,,,0.43
16-Jul-13,,Coombe Dingle,3,15.3,7.99,940,79,,,,13000,7000,,0.3,,,0.37,0.47
16-Jul-13,,Crow Lane,3a,16.8,7.96,1141,30.2,,,,160000,18000,,,,,,0.57
16-Jul-13,,Snuff Mills,14,17.9,8.2,777,79.8,,,,2000,400,,,,,,0.38
16-Jul-13,,Eastville Park Lake,13,25.1,8.22,550,68.7,,,,,,,,,,,0.26
16-Jul-13,,Wade Street,14a,18.1,7.93,912,60.6,,,,9000,1200,,0.3,,,0.2,0.45
16-Jul-13,,Mina Park ,15,15.3,8.26,1040,89.3,,,,180000,90000,,,,,,0.52
17-Jul-13,,Crox Bottom,5,19,8.03,872,72.5,,,,13000,200,,,,,,0.43
17-Jul-13,,Manor Woods,6,17.6,8.05,706,60.7,,,,20000,3800,,,,,,0.35
17-Jul-13,,Brixham Road,7b,15,8.07,983,67.1,,,,4800,800,,,,,,0.49
17-Jul-13,,Allison Road,9,17.3,8.15,830,77.2,,,,20000,8300,,0.3,,,0.58,0.41
17-Jul-13,,Colliters Brook,4,15.7,7.89,1317,52.5,,,,,,,0.3,,,0.13,0.66
17-Jul-13,,Cotswold Rd,7a,16,7.98,974,61.9,,,,,,,0.4,,,0.26,0.48
17-Jul-13,,Lynet Way,8,,,,,,,,,,,,,,0.43,
17-Jul-13,,St Annes Ferry,17,22.5,8.66,750,98.3,,,,,,,0.3,,,0.23,0.37
12-Aug-13,,St Georges Park Lake,11,19.1,7.97,458.4,41.5,,,,,,,,,,,0.22
12-Aug-13,,St Georges Park Lake,11,19.3,7.91,446.3,34.7,,,,,,,,,,,0.22
12-Aug-13,,St Georges Park Lake,11,19.2,7.94,445.5,41.7,,,,,,,,,,,0.21
12-Aug-13,,St Georges Park Lake,11,20.2,8.4,447.5,82.6,,,,,,,,,,,0.22
12-Aug-13,,St Georges Park Lake,11,20.2,8.37,444.8,77.5,,,,,,,,,,,0.21
12-Aug-13,,St Georges Park Lake,11,20.1,8.31,442.4,66.3,,,,,,,,,,,0.21
13-Aug-13,,Coombe Dingle,3,13.1,8.13,847,86.4,,,,8000,1,,0.3,,,0.2,0.42
13-Aug-13,,Crow Lane,3a,13.3,8.15,1053,53.7,,,,1900000,22000,,,,,,0.53
13-Aug-13,,Badocks Wood,2a,13.1,8.22,820,69.5,,,,22000,6000,,,,,,0.40
13-Aug-13,,Trowbridge Road,2,15,8.36,860,87,,,,1300000,12000,,,,,,0.43
13-Aug-13,,Snuff Mills,14,15.2,8.37,768,87.5,,,,8000,118,,,,,,0.38
13-Aug-13,,Eastville Park Lake,13,18.3,8.37,568,54.7,,,,,,,,,,,0.28
13-Aug-13,,Eastville Park Lake,13,17.5,8.33,613,71.5,,,,,,,,,,,0.30
13-Aug-13,,Eastville Park Lake,13,18.4,8.33,565,51.7,,,,,,,,,,,0.27
13-Aug-13,,Mina Park ,15,14.6,8.3,1044,92.1,,,,40000,3000,,,,,,0.52
13-Aug-13,,Wade Street,14a,16.2,7.54,813,92.3,,,,,,,0.4,,,0.2,0.40
15-Aug-13,,Silbury Road,4,15.5,7.98,1280,44.9,,,,,,,0.4,,,0.1,0.64
15-Aug-13,,Cotswold Rd,7a,15.3,8.14,844,70.7,,,,,,,0.4,,,0.2,0.42
15-Aug-13,,Brixham Road,7b,15.2,8.15,873,64.6,,,,54000,3600,,,,,,0.43
15-Aug-13,,Manor Woods,6,17.1,8.17,735,70.5,,,,50000,<1,,,,,,0.36
15-Aug-13,,Crox Bottom,5,16.8,8.1,673,60,,,,1300,<1,,,,,,0.33
15-Aug-13,,Lynet Way,8,16.3,8.23,801,69.7,,,,,,,,,,0.3,0.39
15-Aug-13,,Allison Road,9,16.9,8.36,574,90.2,,,,100000,21000,,0.4,,,0.3,0.28
15-Aug-13,,St Annes Ferry,17,18.1,8.17,690,65.6,,,,,,,0.4,,,0.3,0.34
10-Sep-13,,Coombe Dingle,3,11.5,8.29,751,87.8,,,,3800,1050,,0.3,,,0.3,0.37
10-Sep-13,,Crow Lane,3a,12,8.33,535,48.1,,,,26000,9000,,,,,,0.26
10-Sep-13,,Badocks Wood,2a,12.1,8.17,786,64.7,,,,12000,8400,,,,,,0.39
10-Sep-13,,Trowbridge Road,2,13.2,8.24,847,63.8,,,,29000,8100,,,,,,0.42
10-Sep-13,,Snuff Mills,14,12.8,8.4,844,96.9,,,,8000,760,,,,,,0.42
10-Sep-13,,Eastville Park Lake,13,15.1,8.34,727,77.5,,,,,,,,,,,0.36
10-Sep-13,,Eastville Park Lake,13,15.5,8.35,678,78.1,,,,,,,,,,,0.33
10-Sep-13,,Eastville Park Lake,13,16.2,8.28,662,59,,,,,,,,,,,0.32
10-Sep-13,,Mina Park ,15,14.4,8.38,964,96.6,,,,30000,3100,,,,,,0.48
10-Sep-13,,Wade Street,14a,14,8.51,917,124.8,,,,,,,0.3,,,0.2,0.45
12-Sep-13,,Crox Bottom,5,14.2,6.59,784,14.2,,,,110000,6400,,,,,,0.39
12-Sep-13,,Manor Woods,6,16.4,5.18,656,16.4,,,,1300,290,,,,,,0.32
12-Sep-13,,Brixham Road,7b,13.3,6.57,964,13.3,,,,8000,3100,,,,,,0.48
12-Sep-13,,Allison Road,9,14.4,6.73,779,14.4,,,,6200,1,,0.4,,,0.5,0.38
